created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2023-02-16T15:27:42-06:00,42,12066.66602,4989783.00000,1.22701,-13.00000,,,,
2023-02-16T15:29:49-06:00,43,12283.33301,5047516.50000,1.21932,-13.25000,,,,
2023-02-16T15:31:57-06:00,44,12183.33301,5047400.00000,1.22930,-13.50000,,,,
2023-02-16T15:34:05-06:00,45,11550.00000,5042566.50000,1.29546,-13.50000,,,,
2023-02-16T15:36:13-06:00,46,11733.33301,5049883.00000,1.27707,-13.75000,,,,
2023-02-16T15:38:20-06:00,47,11900.00000,5026933.00000,1.25346,-14.00000,,,,
2023-02-16T15:40:28-06:00,48,11750.00000,5002933.00000,1.26340,-14.25000,,,,
2023-02-16T15:42:36-06:00,49,11850.00000,4999533.00000,1.25189,-14.50000,,,,
2023-02-16T15:44:43-06:00,50,12250.00000,4994750.00000,1.20985,-14.75000,,,,
2023-02-16T15:46:51-06:00,51,12000.00000,4993516.50000,1.23475,-15.00000,,,,
2023-02-16T15:48:59-06:00,52,11900.00000,4989800.00000,1.24420,-15.25000,,,,
2023-02-16T15:51:07-06:00,53,12300.00000,4988533.00000,1.20344,-15.25000,,,,
2023-02-16T15:53:14-06:00,54,12366.66602,4988650.00000,1.19698,-15.75000,,,,
2023-02-16T15:55:22-06:00,55,11883.33301,4988583.00000,1.24564,-15.75000,,,,
2023-02-16T15:57:30-06:00,56,12200.00000,4981566.50000,1.21161,-16.00000,,,,
2023-02-16T15:59:38-06:00,57,11866.66602,4965700.00000,1.24167,-15.75000,,,,
2023-02-16T16:01:45-06:00,58,11666.66602,4980133.00000,1.26663,-16.00000,,,,
2023-02-16T16:03:53-06:00,59,12233.33301,4979300.00000,1.20775,-16.00000,,,,
2023-02-16T16:06:01-06:00,60,11816.66602,4981166.50000,1.25081,-16.25000,,,,
2023-02-16T16:08:09-06:00,61,11900.00000,4979116.50000,1.24154,-16.50000,,,,
2023-02-16T16:10:16-06:00,62,11616.66602,4977066.50000,1.27130,-16.75000,,,,
2023-02-16T16:12:24-06:00,63,11633.33301,4970816.50000,1.26788,-16.75000,,,,
2023-02-16T16:14:32-06:00,64,11683.33301,4980266.50000,1.26486,-16.75000,,,,
2023-02-16T16:16:39-06:00,65,12216.66602,4979650.00000,1.20949,-16.75000,,,,
2023-02-16T16:18:47-06:00,66,12033.33301,4977783.00000,1.22745,-16.75000,,,,
2023-02-16T16:20:55-06:00,67,11816.66602,4981233.00000,1.25083,-17.00000,,,,
2023-02-16T16:23:03-06:00,68,11750.00000,4977366.50000,1.25695,-17.00000,,,,
2023-02-16T16:25:11-06:00,69,11650.00000,4962283.00000,1.26389,-17.00000,,,,
2023-02-16T16:27:18-06:00,70,11833.33301,4948550.00000,1.24087,-17.00000,,,,
2023-02-16T16:29:26-06:00,71,12016.66602,4948400.00000,1.22190,-17.25000,,,,
2023-02-16T16:31:34-06:00,72,11316.66602,4970750.00000,1.30334,-17.25000,,,,
2023-02-16T16:33:41-06:00,73,11800.00000,4949516.50000,1.24462,-17.25000,,,,
2023-02-16T16:35:49-06:00,74,12000.00000,4950516.50000,1.22412,-17.25000,,,,
2023-02-16T16:37:57-06:00,75,11766.66602,4944066.50000,1.24677,-17.50000,,,,
2023-02-16T16:40:05-06:00,76,11766.66602,4951266.50000,1.24858,-17.50000,,,,
2023-02-16T16:42:12-06:00,77,11600.00000,4949616.50000,1.26610,-17.75000,,,,
2023-02-16T16:44:20-06:00,78,11483.33301,4950433.00000,1.27918,-17.75000,,,,
2023-02-16T16:46:28-06:00,79,11650.00000,4943316.50000,1.25906,-18.00000,,,,
2023-02-16T16:48:36-06:00,80,11300.00000,4952083.00000,1.30036,-18.25000,,,,
2023-02-16T16:50:43-06:00,81,11766.66602,4950583.00000,1.24841,-18.25000,,,,
2023-02-16T16:52:51-06:00,82,12116.66602,4955600.00000,1.21358,-18.50000,,,,
2023-02-16T16:54:59-06:00,83,11800.00000,4951500.00000,1.24512,-18.50000,,,,
2023-02-16T16:57:06-06:00,84,12100.00000,4951766.50000,1.21431,-18.50000,,,,
2023-02-16T16:59:14-06:00,85,12016.66602,4949900.00000,1.22227,-18.50000,,,,
2023-02-16T17:01:22-06:00,86,11650.00000,4941516.50000,1.25860,-18.50000,,,,
2023-02-16T17:03:30-06:00,87,12133.33301,4940600.00000,1.20824,-18.50000,,,,
2023-02-16T17:05:37-06:00,88,11683.33301,4952466.50000,1.25779,-18.25000,,,,
2023-02-16T17:07:45-06:00,89,11233.33301,4944416.50000,1.30606,-18.25000,,,,
2023-02-16T17:09:53-06:00,90,12116.66602,4933550.00000,1.20818,-18.25000,,,,
2023-02-16T17:12:01-06:00,91,11750.00000,4931283.00000,1.24531,-18.50000,,,,
2023-02-16T17:14:08-06:00,92,11750.00000,4931666.50000,1.24541,-18.50000,,,,
2023-02-16T17:16:16-06:00,93,11666.66602,4926650.00000,1.25303,-18.50000,,,,
2023-02-16T17:18:24-06:00,94,11666.66602,4941216.50000,1.25673,-18.75000,,,,
2023-02-16T17:20:31-06:00,95,11316.66602,4929866.50000,1.29262,-18.75000,,,,
2023-02-16T17:22:39-06:00,96,11816.66602,4939616.50000,1.24038,-18.75000,,,,
2023-02-16T17:24:47-06:00,97,11566.66602,4938616.50000,1.26693,-18.75000,,,,
2023-02-16T17:26:55-06:00,98,11733.33301,4938483.00000,1.24890,-18.75000,,,,
2023-02-16T17:29:02-06:00,99,11616.66602,4933366.50000,1.26013,-18.75000,,,,
2023-02-16T17:31:10-06:00,100,11683.33301,4942950.00000,1.25538,-19.00000,,,,
2023-02-16T17:33:18-06:00,101,11733.33301,4941300.00000,1.24961,-18.75000,,,,
2023-02-16T17:35:28-06:00,102,11366.66602,4941866.50000,1.29007,-19.00000,,,,
2023-02-16T17:37:36-06:00,103,11266.66602,4919850.00000,1.29572,-19.00000,,,,
2023-02-16T17:39:43-06:00,104,11750.00000,4969750.00000,1.25502,-19.00000,,,,
2023-02-16T17:41:51-06:00,105,12016.66602,5020783.00000,1.23977,-19.00000,,,,
2023-02-16T17:43:59-06:00,106,12016.66602,4940900.00000,1.22005,-19.00000,,,,
