created_at,entry_id,field1,field2,field3,field4,latitude,longitude,elevation,status
2023-02-17T00:24:13-06:00,294,11566.66602,4900133.00000,1.25706,-19.75000,,,,
2023-02-17T00:26:21-06:00,295,11666.66602,4910983.00000,1.24904,-19.50000,,,,
2023-02-17T00:28:29-06:00,296,11100.00000,4900883.00000,1.31011,-19.50000,,,,
2023-02-17T00:30:36-06:00,297,12016.66602,4948900.00000,1.22202,-19.50000,,,,
2023-02-17T00:32:44-06:00,298,11700.00000,4900916.50000,1.24293,-19.25000,,,,
2023-02-17T00:34:52-06:00,299,11566.66602,4891966.50000,1.25496,-19.50000,,,,
2023-02-17T00:36:59-06:00,300,11550.00000,4882183.00000,1.25426,-19.50000,,,,
2023-02-17T00:39:07-06:00,301,11716.66602,4889233.00000,1.23820,-19.50000,,,,
2023-02-17T00:41:15-06:00,302,11600.00000,4900450.00000,1.25353,-19.50000,,,,
2023-02-17T00:43:23-06:00,303,11150.00000,4896983.00000,1.30319,-19.50000,,,,
2023-02-17T00:45:30-06:00,304,11200.00000,4899966.50000,1.29817,-19.50000,,,,
2023-02-17T00:47:38-06:00,305,11666.66602,4902000.00000,1.24676,-19.50000,,,,
2023-02-17T00:49:46-06:00,306,11516.66602,4900450.00000,1.26260,-19.50000,,,,
2023-02-17T00:51:54-06:00,307,11533.33301,4970950.00000,1.27891,-19.50000,,,,
2023-02-17T00:54:01-06:00,308,11833.33301,4902033.00000,1.22920,-19.50000,,,,
2023-02-17T00:56:09-06:00,309,11183.33301,4834016.50000,1.28260,-19.50000,,,,
2023-02-17T00:58:17-06:00,310,11916.66602,4930816.50000,1.22778,-19.50000,,,,
2023-02-17T01:00:25-06:00,311,11866.66602,4909850.00000,1.22771,-19.50000,,,,
2023-02-17T01:02:32-06:00,312,11250.00000,4899400.00000,1.29225,-19.50000,,,,
2023-02-17T01:04:40-06:00,313,11416.66602,4906766.50000,1.27530,-23.00000,,,,
2023-02-17T01:06:48-06:00,314,11616.66602,4903183.00000,1.25242,-19.50000,,,,
2023-02-17T01:08:55-06:00,315,11650.00000,4902533.00000,1.24868,-19.75000,,,,
2023-02-17T01:11:03-06:00,316,11633.33301,4904833.00000,1.25105,-19.50000,,,,
2023-02-17T01:13:11-06:00,317,11300.00000,4911250.00000,1.28964,-19.50000,,,,
2023-02-17T01:15:19-06:00,318,11550.00000,4900900.00000,1.25907,-19.50000,,,,
2023-02-17T01:17:26-06:00,319,11633.33301,4889600.00000,1.24717,-19.50000,,,,
2023-02-17T01:19:34-06:00,320,11516.66602,4888966.50000,1.25964,-19.50000,,,,
2023-02-17T01:21:42-06:00,321,11333.33301,4860850.00000,1.27265,-19.50000,,,,
2023-02-17T01:23:50-06:00,322,11783.33301,4891633.00000,1.23180,-19.50000,,,,
2023-02-17T01:25:57-06:00,323,11750.00000,4889983.00000,1.23488,-19.50000,,,,
2023-02-17T01:28:05-06:00,324,12116.66602,4922183.00000,1.20540,-19.50000,,,,
2023-02-17T01:30:13-06:00,325,11300.00000,4891416.50000,1.28443,-19.50000,,,,
2023-02-17T01:32:21-06:00,326,11616.66602,4896950.00000,1.25083,-19.75000,,,,
2023-02-17T01:34:28-06:00,327,11700.00000,4890966.50000,1.24041,-19.50000,,,,
2023-02-17T01:36:36-06:00,328,11083.33301,4890650.00000,1.30934,-19.75000,,,,
2023-02-17T01:38:44-06:00,329,11200.00000,4890333.00000,1.29561,-19.50000,,,,
2023-02-17T01:40:51-06:00,330,12033.33301,4969800.00000,1.22548,-19.75000,,,,
2023-02-17T01:42:59-06:00,331,11216.66602,4892550.00000,1.29427,-19.50000,,,,
2023-02-17T01:45:07-06:00,332,11333.33301,4896950.00000,1.28210,-19.50000,,,,
2023-02-17T01:47:15-06:00,333,11783.33301,4901100.00000,1.23419,-19.75000,,,,
2023-02-17T01:49:22-06:00,334,11583.33301,4898116.50000,1.25473,-19.75000,,,,
2023-02-17T01:51:30-06:00,335,11533.33301,4842600.00000,1.24589,-19.50000,,,,
2023-02-17T01:53:38-06:00,336,11483.33301,4899800.00000,1.26609,-19.50000,,,,
2023-02-17T01:55:46-06:00,337,11650.00000,4908933.00000,1.25031,-19.50000,,,,
2023-02-17T01:57:53-06:00,338,12000.00000,4850666.50000,1.19943,-19.50000,,,,
2023-02-17T02:00:01-06:00,339,12000.00000,4901800.00000,1.21207,-19.50000,,,,
2023-02-17T02:02:09-06:00,340,11266.66602,4861800.00000,1.28043,-19.50000,,,,
2023-02-17T02:04:17-06:00,341,11633.33301,4873633.00000,1.24309,-19.50000,,,,
2023-02-17T02:06:24-06:00,342,12000.00000,4861016.50000,1.20199,-19.50000,,,,
2023-02-17T02:08:32-06:00,343,12000.00000,4908850.00000,1.21382,-19.50000,,,,
2023-02-17T02:10:40-06:00,344,11600.00000,4863150.00000,1.24398,-19.50000,,,,
2023-02-17T02:12:48-06:00,345,11266.66602,4887950.00000,1.28732,-19.75000,,,,
2023-02-17T02:14:55-06:00,346,11283.33301,4911200.00000,1.29153,-19.50000,,,,
2023-02-17T02:17:03-06:00,347,11550.00000,4889766.50000,1.25621,-19.50000,,,,
2023-02-17T02:19:11-06:00,348,11633.33301,4893233.00000,1.24809,-19.75000,,,,
2023-02-17T02:21:19-06:00,349,11200.00000,4891016.50000,1.29579,-19.50000,,,,
2023-02-17T02:23:26-06:00,350,11633.33301,4920983.00000,1.25517,-19.50000,,,,
2023-02-17T02:25:34-06:00,351,11716.66602,4911716.50000,1.24390,-19.50000,,,,
2023-02-17T02:27:42-06:00,352,11833.33301,4891216.50000,1.22649,-19.75000,,,,
2023-02-17T02:29:50-06:00,353,12033.33301,4889333.00000,1.20564,-19.50000,,,,
2023-02-17T02:31:57-06:00,354,11983.33301,4899016.50000,1.21307,-19.75000,,,,
2023-02-17T02:34:05-06:00,355,11850.00000,4905983.00000,1.22846,-19.50000,,,,
2023-02-17T02:36:13-06:00,356,12066.66602,4901316.50000,1.20526,-19.50000,,,,
2023-02-17T02:38:21-06:00,357,11600.00000,4901133.00000,1.25370,-19.50000,,,,
2023-02-17T02:40:28-06:00,358,11716.66602,4904416.50000,1.24205,-19.50000,,,,
2023-02-17T02:42:36-06:00,359,11766.66602,4899600.00000,1.23556,-19.25000,,,,
2023-02-17T02:44:44-06:00,360,11616.66602,4930266.50000,1.25934,-19.50000,,,,
2023-02-17T02:46:51-06:00,361,11750.00000,4949916.50000,1.25001,-19.50000,,,,
2023-02-17T02:48:59-06:00,362,11266.66602,4889483.00000,1.28772,-19.50000,,,,
2023-02-17T02:51:07-06:00,363,11183.33301,4882733.00000,1.29553,-19.50000,,,,
2023-02-17T02:53:15-06:00,364,11516.66602,4890766.50000,1.26010,-19.50000,,,,
2023-02-17T02:55:22-06:00,365,11366.66602,4891583.00000,1.27694,-19.50000,,,,
2023-02-17T02:57:30-06:00,366,11983.33301,4883066.50000,1.20912,-19.50000,,,,
2023-02-17T02:59:38-06:00,367,11266.66602,4890300.00000,1.28794,-19.50000,,,,
2023-02-17T03:01:46-06:00,368,11950.00000,4883400.00000,1.21258,-19.75000,,,,
2023-02-17T03:03:53-06:00,369,11933.33301,4889566.50000,1.21580,-19.50000,,,,
2023-02-17T03:06:01-06:00,370,11900.00000,4892750.00000,1.22000,-19.50000,,,,
2023-02-17T03:08:09-06:00,371,11783.33301,4892066.50000,1.23191,-19.50000,,,,
2023-02-17T03:10:17-06:00,372,11066.66602,4889666.50000,1.31104,-19.50000,,,,
2023-02-17T03:12:24-06:00,373,11100.00000,4896816.50000,1.30902,-19.50000,,,,
2023-02-17T03:14:32-06:00,374,11666.66602,4897716.50000,1.24567,-19.50000,,,,
2023-02-17T03:16:40-06:00,375,11650.00000,4899133.00000,1.24781,-19.50000,,,,
2023-02-17T03:18:47-06:00,376,11383.33301,4898816.50000,1.27696,-19.50000,,,,
2023-02-17T03:20:55-06:00,377,11733.33301,4893700.00000,1.23757,-19.50000,,,,
2023-02-17T03:23:03-06:00,378,12050.00000,4901316.50000,1.20693,-19.50000,,,,
2023-02-17T03:25:11-06:00,379,11566.66602,4941033.00000,1.26755,-19.50000,,,,
2023-02-17T03:27:18-06:00,380,11200.00000,4973933.00000,1.31776,-19.50000,,,,
2023-02-17T03:29:26-06:00,381,11650.00000,4958250.00000,1.26287,-19.50000,,,,
2023-02-17T03:31:34-06:00,382,11333.33301,4948550.00000,1.29561,-19.50000,,,,
2023-02-17T03:33:42-06:00,383,11316.66602,4889766.50000,1.28211,-19.50000,,,,
2023-02-17T03:35:49-06:00,384,11650.00000,4890933.00000,1.24572,-19.50000,,,,
2023-02-17T03:37:57-06:00,385,11583.33301,4889666.50000,1.25257,-19.50000,,,,
2023-02-17T03:40:05-06:00,386,11416.66602,4882883.00000,1.26909,-19.50000,,,,
2023-02-17T03:42:13-06:00,387,11316.66602,4869150.00000,1.27670,-19.50000,,,,
2023-02-17T03:44:20-06:00,388,11250.00000,4889933.00000,1.28975,-19.50000,,,,
2023-02-17T03:46:28-06:00,389,11583.33301,4887616.50000,1.25204,-19.50000,,,,
2023-02-17T03:48:36-06:00,390,11266.66602,4882750.00000,1.28595,-19.50000,,,,
2023-02-17T03:50:43-06:00,391,11616.66602,4891750.00000,1.24950,-19.75000,,,,
2023-02-17T03:52:51-06:00,392,11683.33301,4890400.00000,1.24203,-19.50000,,,,
2023-02-17T03:54:59-06:00,393,11700.00000,4892316.50000,1.24075,-19.75000,,,,
2023-02-17T03:57:07-06:00,394,11650.00000,4889866.50000,1.24545,-19.75000,,,,
2023-02-17T03:59:14-06:00,395,11666.66602,4890300.00000,1.24378,-19.50000,,,,
2023-02-17T04:01:22-06:00,396,11650.00000,4900666.50000,1.24820,-19.50000,,,,
2023-02-17T04:03:30-06:00,397,11300.00000,4841666.50000,1.27137,-19.50000,,,,
2023-02-17T04:05:38-06:00,398,11633.33301,4931166.50000,1.25777,-19.50000,,,,
2023-02-17T04:07:46-06:00,399,11683.33301,4917283.00000,1.24886,-19.50000,,,,
2023-02-17T04:09:53-06:00,400,11516.66602,4904366.50000,1.26360,-19.50000,,,,
2023-02-17T04:12:01-06:00,401,11583.33301,4889916.50000,1.25263,-19.50000,,,,
2023-02-17T04:14:09-06:00,402,11300.00000,4880416.50000,1.28154,-19.50000,,,,
2023-02-17T04:16:17-06:00,403,11416.66602,4881850.00000,1.26882,-19.50000,,,,
2023-02-17T04:18:24-06:00,404,11700.00000,4881316.50000,1.23796,-19.50000,,,,
2023-02-17T04:20:32-06:00,405,11500.00000,4879700.00000,1.25907,-19.50000,,,,
2023-02-17T04:22:40-06:00,406,11566.66602,4881433.00000,1.25226,-19.50000,,,,
2023-02-17T04:24:48-06:00,407,11416.66602,4871000.00000,1.26600,-19.50000,,,,
2023-02-17T04:26:55-06:00,408,11266.66602,4883533.00000,1.28616,-19.75000,,,,
2023-02-17T04:29:03-06:00,409,11150.00000,4861616.50000,1.29378,-19.50000,,,,
2023-02-17T04:31:11-06:00,410,11116.66602,4871466.50000,1.30029,-19.50000,,,,
2023-02-17T04:33:18-06:00,411,11733.33301,4881866.50000,1.23458,-19.50000,,,,
2023-02-17T04:35:26-06:00,412,11250.00000,4889816.50000,1.28972,-19.75000,,,,
2023-02-17T04:37:34-06:00,413,11750.00000,4891383.00000,1.23523,-19.50000,,,,
2023-02-17T04:39:42-06:00,414,11983.33301,4892800.00000,1.21153,-19.50000,,,,
2023-02-17T04:41:50-06:00,415,11233.33301,4890166.50000,1.29173,-19.75000,,,,
2023-02-17T04:43:57-06:00,416,11533.33301,4897266.50000,1.25995,-19.50000,,,,
2023-02-17T04:46:05-06:00,417,11533.33301,4890450.00000,1.25820,-19.50000,,,,
2023-02-17T04:48:13-06:00,418,11700.00000,4888016.50000,1.23966,-19.50000,,,,
2023-02-17T04:50:21-06:00,419,11250.00000,4939600.00000,1.30285,-19.50000,,,,
2023-02-17T04:52:28-06:00,420,11933.33301,4899050.00000,1.21816,-19.50000,,,,
2023-02-17T04:54:36-06:00,421,11200.00000,4887650.00000,1.29490,-19.25000,,,,
2023-02-17T04:56:44-06:00,422,11650.00000,4881000.00000,1.24319,-19.50000,,,,
2023-02-17T04:58:52-06:00,423,11633.33301,4899266.50000,1.24963,-19.50000,,,,
2023-02-17T05:00:59-06:00,424,11266.66602,4920983.00000,1.29602,-19.50000,,,,
2023-02-17T05:03:07-06:00,425,11950.00000,4881666.50000,1.21215,-19.50000,,,,
2023-02-17T05:05:15-06:00,426,11983.33301,4879350.00000,1.20820,-19.50000,,,,
2023-02-17T05:07:22-06:00,427,11866.66602,4878450.00000,1.21985,-19.50000,,,,
2023-02-17T05:09:30-06:00,428,11500.00000,4869500.00000,1.25644,-19.50000,,,,
2023-02-17T05:11:38-06:00,429,11316.66602,4890066.50000,1.28219,-19.50000,,,,
2023-02-17T05:13:46-06:00,430,11583.33301,4879333.00000,1.24992,-19.50000,,,,
2023-02-17T05:15:53-06:00,431,11366.66602,4879400.00000,1.27376,-19.75000,,,,
2023-02-17T05:18:01-06:00,432,11666.66602,4882083.00000,1.24169,-19.50000,,,,
2023-02-17T05:20:09-06:00,433,11900.00000,4888400.00000,1.21892,-19.50000,,,,
2023-02-17T05:22:17-06:00,434,11616.66602,4882666.50000,1.24718,-19.50000,,,,
2023-02-17T05:24:24-06:00,435,11633.33301,4891716.50000,1.24771,-19.50000,,,,
2023-02-17T05:26:32-06:00,436,11866.66602,4896600.00000,1.22439,-19.50000,,,,
2023-02-17T05:28:40-06:00,437,11216.66602,4890200.00000,1.29365,-19.50000,,,,
2023-02-17T05:30:48-06:00,438,11683.33301,4893666.50000,1.24286,-19.50000,,,,
2023-02-17T05:32:55-06:00,439,11266.66602,4907183.00000,1.29238,-19.50000,,,,
2023-02-17T05:35:03-06:00,440,11266.66602,4911516.50000,1.29353,-19.50000,,,,
2023-02-17T05:37:11-06:00,441,11500.00000,4889666.50000,1.26164,-19.25000,,,,
2023-02-17T05:39:19-06:00,442,11500.00000,4881166.50000,1.25945,-19.50000,,,,
2023-02-17T05:41:26-06:00,443,11333.33301,4870466.50000,1.27517,-19.50000,,,,
2023-02-17T05:43:34-06:00,444,11266.66602,4880366.50000,1.28532,-19.50000,,,,
2023-02-17T05:45:42-06:00,445,11683.33301,4880716.50000,1.23957,-19.50000,,,,
2023-02-17T05:47:50-06:00,446,11316.66602,4880200.00000,1.27960,-19.50000,,,,
2023-02-17T05:49:57-06:00,447,11983.33301,4877366.50000,1.20771,-19.50000,,,,
2023-02-17T05:52:05-06:00,448,11083.33301,4939983.00000,1.32254,-19.50000,,,,
2023-02-17T05:54:13-06:00,449,11450.00000,4881500.00000,1.26504,-19.50000,,,,
2023-02-17T05:56:21-06:00,450,11366.66602,4949516.50000,1.29207,-19.50000,,,,
2023-02-17T05:58:28-06:00,451,11766.66602,4881333.00000,1.23095,-19.50000,,,,
2023-02-17T06:00:36-06:00,452,11900.00000,4879266.50000,1.21664,-19.50000,,,,
2023-02-17T06:02:44-06:00,453,11333.33301,4880233.00000,1.27773,-19.50000,,,,
2023-02-17T06:04:51-06:00,454,11716.66602,4959466.50000,1.25599,-19.50000,,,,
2023-02-17T06:06:59-06:00,455,11966.66602,4881333.00000,1.21038,-19.50000,,,,
2023-02-17T06:09:07-06:00,456,11933.33301,4891100.00000,1.21619,-19.50000,,,,
2023-02-17T06:11:15-06:00,457,11983.33301,4913350.00000,1.21662,-19.50000,,,,
2023-02-17T06:13:22-06:00,458,11766.66602,4889900.00000,1.23311,-19.50000,,,,
2023-02-17T06:15:30-06:00,459,11916.66602,4893900.00000,1.21858,-19.50000,,,,
2023-02-17T06:17:38-06:00,460,11516.66602,4892183.00000,1.26047,-19.50000,,,,
2023-02-17T06:19:46-06:00,461,11433.33301,4890866.50000,1.26931,-19.50000,,,,
2023-02-17T06:21:53-06:00,462,11833.33301,4951850.00000,1.24170,-19.50000,,,,
2023-02-17T06:24:01-06:00,463,11733.33301,4900216.50000,1.23922,-19.50000,,,,
2023-02-17T06:26:09-06:00,464,11250.00000,4872316.50000,1.28510,-19.50000,,,,
2023-02-17T06:28:16-06:00,465,11100.00000,4878400.00000,1.30410,-19.50000,,,,
2023-02-17T06:30:24-06:00,466,11333.33301,4878833.00000,1.27736,-19.50000,,,,
2023-02-17T06:32:32-06:00,467,11733.33301,4872283.00000,1.23216,-19.50000,,,,
2023-02-17T06:34:40-06:00,468,11566.66602,4882100.00000,1.25243,-19.50000,,,,
2023-02-17T06:36:47-06:00,469,11316.66602,4879083.00000,1.27931,-19.50000,,,,
2023-02-17T06:38:55-06:00,470,11666.66602,4881033.00000,1.24142,-19.50000,,,,
2023-02-17T06:41:03-06:00,471,11966.66602,4879100.00000,1.20982,-19.50000,,,,
2023-02-17T06:43:11-06:00,472,11166.66602,4880516.50000,1.29687,-19.50000,,,,
2023-02-17T06:45:18-06:00,473,11700.00000,4879450.00000,1.23749,-19.75000,,,,
2023-02-17T06:47:26-06:00,474,11416.66602,4889083.00000,1.27070,-19.75000,,,,
2023-02-17T06:49:34-06:00,475,11283.33301,4868950.00000,1.28042,-19.50000,,,,
2023-02-17T06:51:42-06:00,476,11466.66602,4830016.50000,1.24987,-19.50000,,,,
2023-02-17T06:53:49-06:00,477,11216.66602,4882233.00000,1.29155,-19.50000,,,,
2023-02-17T06:55:57-06:00,478,12000.00000,4881200.00000,1.20698,-19.50000,,,,
2023-02-17T06:58:05-06:00,479,11766.66602,4886300.00000,1.23220,-19.50000,,,,
2023-02-17T07:00:12-06:00,480,11633.33301,4891100.00000,1.24755,-19.50000,,,,
2023-02-17T07:02:20-06:00,481,11416.66602,4892200.00000,1.27151,-19.50000,,,,
2023-02-17T07:04:28-06:00,482,11633.33301,4880500.00000,1.24484,-19.75000,,,,
2023-02-17T07:06:36-06:00,483,11333.33301,4874733.00000,1.27629,-19.50000,,,,
2023-02-17T07:08:43-06:00,484,11633.33301,4870750.00000,1.24236,-19.50000,,,,
2023-02-17T07:10:51-06:00,485,11533.33301,4882150.00000,1.25606,-19.50000,,,,
2023-02-17T07:12:59-06:00,486,11783.33301,4871566.50000,1.22675,-19.50000,,,,
2023-02-17T07:15:07-06:00,487,11616.66602,4881266.50000,1.24683,-19.50000,,,,
2023-02-17T07:17:14-06:00,488,11333.33301,4871083.00000,1.27533,-19.50000,,,,
2023-02-17T07:19:22-06:00,489,11366.66602,4873416.50000,1.27220,-19.75000,,,,
2023-02-17T07:21:30-06:00,490,11300.00000,4870150.00000,1.27885,-19.50000,,,,
2023-02-17T07:23:37-06:00,491,11866.66602,4881150.00000,1.22053,-19.50000,,,,
2023-02-17T07:25:45-06:00,492,12000.00000,4883083.00000,1.20745,-19.75000,,,,
2023-02-17T07:27:53-06:00,493,11100.00000,4880533.00000,1.30467,-19.50000,,,,
2023-02-17T07:30:01-06:00,494,11450.00000,4880133.00000,1.26468,-19.50000,,,,
2023-02-17T07:32:08-06:00,495,11200.00000,4880533.00000,1.29302,-19.50000,,,,
2023-02-17T07:34:16-06:00,496,11833.33301,4878083.00000,1.22320,-19.50000,,,,
2023-02-17T07:36:24-06:00,497,11650.00000,4878416.50000,1.24253,-19.50000,,,,
2023-02-17T07:38:32-06:00,498,11683.33301,4882366.50000,1.23999,-19.50000,,,,
2023-02-17T07:40:39-06:00,499,11616.66602,4882483.00000,1.24714,-19.50000,,,,
2023-02-17T07:42:47-06:00,500,11800.00000,4873183.00000,1.22542,-19.25000,,,,
2023-02-17T07:44:55-06:00,501,12000.00000,4896816.50000,1.21084,-19.50000,,,,
2023-02-17T07:47:03-06:00,502,11100.00000,4888783.00000,1.30687,-19.50000,,,,
2023-02-17T07:49:10-06:00,503,11633.33301,4874050.00000,1.24320,-19.25000,,,,
2023-02-17T07:51:18-06:00,504,11700.00000,4870650.00000,1.23525,-19.25000,,,,
2023-02-17T07:53:26-06:00,505,11066.66602,4870850.00000,1.30600,-19.25000,,,,
2023-02-17T07:55:34-06:00,506,11366.66602,4871366.50000,1.27167,-19.25000,,,,
2023-02-17T07:57:41-06:00,507,11650.00000,4880700.00000,1.24311,-19.50000,,,,
2023-02-17T07:59:49-06:00,508,11266.66602,4880000.00000,1.28523,-19.50000,,,,
2023-02-17T08:01:57-06:00,509,12033.33301,4880883.00000,1.20356,-19.50000,,,,
2023-02-17T08:04:05-06:00,510,11166.66602,4881066.50000,1.29702,-19.50000,,,,
2023-02-17T08:06:12-06:00,511,11366.66602,4870800.00000,1.27152,-19.50000,,,,
2023-02-17T08:08:20-06:00,512,11750.00000,4870983.00000,1.23008,-19.50000,,,,
2023-02-17T08:10:28-06:00,513,12016.66602,4880166.50000,1.20505,-19.50000,,,,
2023-02-17T08:12:36-06:00,514,11300.00000,4872900.00000,1.27957,-19.50000,,,,
2023-02-17T08:14:43-06:00,515,11650.00000,4880300.00000,1.24301,-19.50000,,,,
2023-02-17T08:16:51-06:00,516,11766.66602,4950266.50000,1.24833,-19.50000,,,,
2023-02-17T08:18:59-06:00,517,11583.33301,4879666.50000,1.25000,-19.50000,,,,
2023-02-17T08:21:06-06:00,518,11700.00000,4882950.00000,1.23837,-19.50000,,,,
2023-02-17T08:23:14-06:00,519,11166.66602,4877783.00000,1.29615,-19.50000,,,,
2023-02-17T08:25:22-06:00,520,11550.00000,5112500.00000,1.31343,-19.75000,,,,
2023-02-17T08:27:30-06:00,521,11750.00000,5093633.00000,1.28631,-18.25000,,,,
2023-02-17T08:29:37-06:00,522,11216.66602,5138866.50000,1.35944,-17.00000,,,,
2023-02-17T08:31:45-06:00,523,11833.33301,5130583.00000,1.28651,-16.00000,,,,
2023-02-17T08:33:53-06:00,524,12550.00000,5110283.00000,1.20825,-15.00000,,,,
2023-02-17T08:36:01-06:00,525,11650.00000,5071833.00000,1.29180,-16.50000,,,,
2023-02-17T08:38:08-06:00,526,11416.66602,5045266.50000,1.31129,-15.50000,,,,
2023-02-17T08:40:16-06:00,527,12283.33301,5031500.00000,1.21545,-14.50000,,,,
2023-02-17T08:42:24-06:00,528,12233.33301,5042133.00000,1.22299,-13.25000,,,,
2023-02-17T08:44:32-06:00,529,12250.00000,5000150.00000,1.21116,-12.25000,,,,
2023-02-17T08:46:39-06:00,530,12866.66602,5060900.00000,1.16712,-9.75000,,,,
2023-02-17T08:48:47-06:00,531,13466.66602,5071316.50000,1.11742,-10.00000,,,,
2023-02-17T08:50:55-06:00,532,13099.99902,5080716.50000,1.15082,-6.75000,,,,
2023-02-17T08:53:02-06:00,533,13449.99902,5098450.00000,1.12479,-5.50000,,,,
2023-02-17T08:55:10-06:00,534,13449.99902,5030950.00000,1.10990,-5.00000,,,,
2023-02-17T08:57:18-06:00,535,13916.66602,5110833.00000,1.08971,-4.75000,,,,
2023-02-17T08:59:26-06:00,536,14149.99902,5109750.00000,1.07152,-3.50000,,,,
2023-02-17T09:01:33-06:00,537,15116.66602,5108816.50000,1.00281,-2.50000,,,,
2023-02-17T09:03:41-06:00,538,14649.99902,5095616.50000,1.03208,-1.75000,,,,
2023-02-17T09:05:49-06:00,539,16466.66602,5042850.00000,0.90871,-2.25000,,,,
2023-02-17T09:07:57-06:00,540,15766.66602,4939966.50000,0.92969,-2.25000,,,,
2023-02-17T09:10:04-06:00,541,15783.33301,4883883.00000,0.91817,-2.50000,,,,
2023-02-17T09:12:12-06:00,542,17383.33203,4889966.50000,0.83470,-3.50000,,,,
2023-02-17T09:14:20-06:00,543,17050.00000,4870516.50000,0.84763,-3.50000,,,,
2023-02-17T09:16:28-06:00,544,16199.99902,4845133.00000,0.88745,-3.50000,,,,
2023-02-17T09:18:36-06:00,545,16866.66602,4828583.00000,0.84947,-3.50000,,,,
2023-02-17T09:20:44-06:00,546,17166.66602,4799833.00000,0.82965,-3.50000,,,,
2023-02-17T09:22:51-06:00,547,17116.66602,4746550.00000,0.82284,-3.50000,,,,
2023-02-17T09:24:59-06:00,548,16349.99902,4730716.50000,0.85855,-3.25000,,,,
2023-02-17T09:27:07-06:00,549,16950.00000,4751050.00000,0.83172,-3.25000,,,,
2023-02-17T09:29:14-06:00,550,17466.66602,4710550.00000,0.80023,-3.50000,,,,
2023-02-17T09:31:22-06:00,551,16633.33203,4699816.50000,0.83841,-3.50000,,,,
2023-02-17T09:33:30-06:00,552,17516.66602,4691416.50000,0.79471,-3.50000,,,,
2023-02-17T09:35:38-06:00,553,17433.33203,4688650.00000,0.79804,-3.50000,,,,
2023-02-17T09:37:45-06:00,554,16666.66602,4676100.00000,0.83251,-3.50000,,,,
2023-02-17T09:39:53-06:00,555,16766.66602,4720466.50000,0.83540,-3.25000,,,,
2023-02-17T09:42:01-06:00,556,17016.66602,4616583.00000,0.80501,-3.25000,,,,
2023-02-17T09:44:09-06:00,557,17566.66602,4600150.00000,0.77703,-3.25000,,,,
2023-02-17T09:46:16-06:00,558,16633.33203,4641933.00000,0.82808,-3.25000,,,,
2023-02-17T09:48:24-06:00,559,17566.66602,4605566.50000,0.77794,-3.25000,,,,
2023-02-17T09:50:32-06:00,560,17283.33203,4595333.00000,0.78894,-3.25000,,,,
2023-02-17T09:52:40-06:00,561,17000.00000,4589950.00000,0.80115,-3.25000,,,,
2023-02-17T09:54:47-06:00,562,17833.33203,4598233.00000,0.76509,-3.25000,,,,
2023-02-17T09:56:55-06:00,563,17050.00000,4580466.50000,0.79715,-3.00000,,,,
2023-02-17T09:59:03-06:00,564,17950.00000,4478183.00000,0.74027,-3.00000,,,,
2023-02-17T10:01:10-06:00,565,17050.00000,4551466.50000,0.79210,-2.75000,,,,
2023-02-17T10:03:18-06:00,566,16733.33203,4528283.00000,0.80298,-2.50000,,,,
2023-02-17T10:05:26-06:00,567,17616.66602,4513833.00000,0.76029,-2.50000,,,,
2023-02-17T10:07:34-06:00,568,16966.66602,4507883.00000,0.78837,-2.00000,,,,
2023-02-17T10:09:41-06:00,569,18233.33203,4479200.00000,0.72894,-2.00000,,,,
2023-02-17T10:11:49-06:00,570,17533.33203,4486566.50000,0.75928,-1.75000,,,,
2023-02-17T10:13:57-06:00,571,18066.66602,4421300.00000,0.72615,-1.75000,,,,
2023-02-17T10:16:05-06:00,572,18533.33203,4360983.00000,0.69821,-1.75000,,,,
2023-02-17T10:18:12-06:00,573,18216.66602,4297166.50000,0.69995,-1.50000,,,,
2023-02-17T10:20:20-06:00,574,19033.33203,4289633.00000,0.66874,-1.50000,,,,
2023-02-17T10:22:28-06:00,575,18833.33203,4249716.50000,0.66956,-1.50000,,,,
2023-02-17T10:24:36-06:00,576,18733.33203,4205183.00000,0.66608,-1.50000,,,,
2023-02-17T10:26:43-06:00,577,19366.66602,4174849.75000,0.63965,-1.25000,,,,
2023-02-17T10:28:51-06:00,578,19133.33203,4170816.50000,0.64682,-1.25000,,,,
2023-02-17T10:30:59-06:00,579,18800.00000,4169949.75000,0.65815,-1.25000,,,,
2023-02-17T10:33:07-06:00,580,18866.66602,4146883.25000,0.65220,-1.25000,,,,
2023-02-17T10:35:14-06:00,581,19116.66602,4172183.25000,0.64760,-1.25000,,,,
2023-02-17T10:37:22-06:00,582,19133.33203,4237083.00000,0.65710,-1.25000,,,,
2023-02-17T10:39:30-06:00,583,20083.33203,4110399.75000,0.60730,-1.25000,,,,
2023-02-17T10:41:37-06:00,584,19100.00000,4100599.75000,0.63704,-1.25000,,,,
2023-02-17T10:43:45-06:00,585,20033.33203,4089999.75000,0.60579,-1.25000,,,,
2023-02-17T10:45:53-06:00,586,20100.00000,4061633.25000,0.59960,-1.00000,,,,
2023-02-17T10:48:01-06:00,587,19333.33203,4060366.50000,0.62318,1.50000,,,,
2023-02-17T10:50:08-06:00,588,20183.33203,4040899.75000,0.59407,1.25000,,,,
2023-02-17T10:52:16-06:00,589,20250.00000,4022399.75000,0.58941,1.50000,,,,
2023-02-17T10:54:24-06:00,590,19833.33203,4009033.25000,0.59979,1.50000,,,,
