period_high, period_low, ratio, date1330, 514652, 2.635488, 2021-06-14T15:40:46.495Z
1304, 514818, 2.688902, 2021-06-14T15:41:01.504Z
1258, 514672, 2.786434, 2021-06-14T15:41:16.505Z
1310, 513564, 2.670067, 2021-06-14T15:41:31.539Z
1298, 514370, 2.698981, 2021-06-14T15:41:46.460Z
1334, 516310, 2.636050, 2021-06-14T15:42:01.462Z
1290, 516078, 2.724737, 2021-06-14T15:42:16.461Z
1306, 514666, 2.683992, 2021-06-14T15:42:31.462Z
1254, 514934, 2.796746, 2021-06-14T15:42:46.463Z
1298, 517018, 2.712876, 2021-06-14T15:43:02.566Z
1286, 514904, 2.726994, 2021-06-14T15:43:16.484Z
1316, 515974, 2.670366, 2021-06-14T15:43:31.493Z
1320, 517104, 2.668105, 2021-06-14T15:43:46.468Z
1346, 515530, 2.608602, 2021-06-14T15:44:01.470Z
1328, 515122, 2.641867, 2021-06-14T15:44:16.469Z
1304, 515880, 2.694449, 2021-06-14T15:44:31.539Z
1332, 515270, 2.634690, 2021-06-14T15:44:46.552Z
1350, 517454, 2.610579, 2021-06-14T15:45:01.471Z
1320, 517210, 2.668652, 2021-06-14T15:45:16.487Z
1270, 515098, 2.762390, 2021-06-14T15:45:31.472Z
1268, 514736, 2.764803, 2021-06-14T15:45:46.477Z
1310, 517140, 2.688659, 2021-06-14T15:46:01.475Z
1268, 518740, 2.786310, 2021-06-14T15:46:16.482Z
1342, 516050, 2.619016, 2021-06-14T15:46:31.495Z
1324, 517028, 2.659653, 2021-06-14T15:46:46.477Z
1314, 517324, 2.681428, 2021-06-14T15:47:01.478Z
1324, 519508, 2.672410, 2021-06-14T15:47:16.501Z
1270, 517374, 2.774596, 2021-06-14T15:47:31.539Z
1312, 519752, 2.698120, 2021-06-14T15:47:46.561Z
1328, 518626, 2.659838, 2021-06-14T15:48:01.482Z
1325, 517488, 2.660010, 2021-06-14T15:48:16.574Z
1386, 518520, 2.548010, 2021-06-14T15:48:31.483Z
1418, 520742, 2.501182, 2021-06-14T15:48:46.483Z
1336, 519806, 2.649926, 2021-06-14T15:49:01.489Z
1416, 519486, 2.498673, 2021-06-14T15:49:16.485Z
1338, 519358, 2.643685, 2021-06-14T15:49:31.486Z
1332, 519558, 2.656616, 2021-06-14T15:49:46.487Z
1338, 520062, 2.647268, 2021-06-14T15:50:01.488Z
1322, 519852, 2.678226, 2021-06-14T15:50:16.489Z
1296, 520294, 2.734278, 2021-06-14T15:50:31.490Z
1332, 521034, 2.664163, 2021-06-14T15:50:46.491Z
1394, 520952, 2.545270, 2021-06-14T15:51:01.494Z
1344, 519606, 2.633139, 2021-06-14T15:51:16.492Z
1328, 520724, 2.670598, 2021-06-14T15:51:31.493Z
