period_high, period_low, ratio, date
1866, 744166, 2.716171, 2021-06-21T23:48:41.669Z
1920, 741576, 2.630591, 2021-06-21T23:48:56.604Z
1932, 741148, 2.612743, 2021-06-21T23:49:11.618Z
1998, 742986, 2.532702, 2021-06-21T23:49:26.635Z
1872, 743982, 2.706796, 2021-06-21T23:49:41.668Z
1839, 741244, 2.745228, 2021-06-21T23:49:56.554Z
1850, 741244, 2.728905, 2021-06-21T23:50:11.545Z
1922, 741298, 2.626869, 2021-06-21T23:50:26.546Z
1992, 742924, 2.540118, 2021-06-21T23:50:41.547Z
1884, 741210, 2.679534, 2021-06-21T23:50:56.569Z
1998, 741368, 2.527186, 2021-06-21T23:51:11.549Z
1928, 743206, 2.625434, 2021-06-21T23:51:26.549Z
1928, 744098, 2.628585, 2021-06-21T23:51:41.551Z
1884, 743686, 2.688485, 2021-06-21T23:51:56.551Z
1884, 741080, 2.679064, 2021-06-21T23:52:11.553Z
1986, 740916, 2.540906, 2021-06-21T23:52:26.554Z
1986, 742340, 2.545790, 2021-06-21T23:52:41.554Z
1886, 743604, 2.685338, 2021-06-21T23:52:56.555Z
1990, 741670, 2.538379, 2021-06-21T23:53:11.556Z
1885, 741828, 2.680346, 2021-06-21T23:53:26.557Z
1886, 741276, 2.676931, 2021-06-21T23:53:41.558Z
1924, 741326, 2.624237, 2021-06-21T23:53:56.558Z
1866, 741952, 2.708090, 2021-06-21T23:54:11.559Z
1890, 741538, 2.672210, 2021-06-21T23:54:26.561Z
1845, 743734, 2.745492, 2021-06-21T23:54:41.561Z
1900, 743580, 2.665465, 2021-06-21T23:54:56.562Z
1994, 743834, 2.540679, 2021-06-21T23:55:11.563Z
1928, 742018, 2.621237, 2021-06-21T23:55:26.563Z
1930, 744298, 2.626567, 2021-06-21T23:55:41.565Z
1972, 742064, 2.562910, 2021-06-21T23:55:56.860Z
1928, 741216, 2.618404, 2021-06-21T23:56:11.566Z
1874, 741730, 2.695722, 2021-06-21T23:56:26.573Z
1888, 742574, 2.678777, 2021-06-21T23:56:41.568Z
1876, 742444, 2.695441, 2021-06-21T23:56:56.569Z
1888, 741626, 2.675358, 2021-06-21T23:57:11.570Z
1880, 741124, 2.684924, 2021-06-21T23:57:26.571Z
1887, 743936, 2.685113, 2021-06-21T23:57:41.571Z
1992, 742578, 2.538935, 2021-06-21T23:57:56.576Z
1890, 741148, 2.670805, 2021-06-21T23:58:11.573Z
2267, 741472, 2.227625, 2021-06-21T23:58:26.574Z
1888, 743914, 2.683612, 2021-06-21T23:58:41.575Z
1874, 742348, 2.697968, 2021-06-21T23:58:56.576Z
1864, 741326, 2.708709, 2021-06-21T23:59:11.577Z
1930, 743984, 2.625459, 2021-06-21T23:59:26.577Z
1930, 744380, 2.626856, 2021-06-21T23:59:41.580Z
1890, 744348, 2.682336, 2021-06-21T23:59:56.583Z
1890, 741394, 2.671691, 2021-06-22T00:00:11.580Z
1860, 741442, 2.714958, 2021-06-22T00:00:26.581Z
1998, 741086, 2.526225, 2021-06-22T00:00:41.586Z
1866, 741096, 2.704966, 2021-06-22T00:00:56.583Z
1888, 744084, 2.684225, 2021-06-22T00:01:11.584Z
1887, 744930, 2.688701, 2021-06-22T00:01:26.628Z
1878, 741616, 2.689567, 2021-06-22T00:01:41.586Z
1866, 744744, 2.718281, 2021-06-22T00:01:56.589Z
1882, 742780, 2.688063, 2021-06-22T00:02:11.587Z
1835, 741108, 2.750707, 2021-06-22T00:02:26.588Z
1886, 744598, 2.688927, 2021-06-22T00:02:41.609Z
1926, 741942, 2.623690, 2021-06-22T00:02:56.595Z
1892, 741634, 2.669731, 2021-06-22T00:03:11.591Z
1930, 744384, 2.626870, 2021-06-22T00:03:26.599Z
1882, 742346, 2.686493, 2021-06-22T00:03:41.595Z
1928, 742050, 2.621350, 2021-06-22T00:03:56.605Z
1974, 744218, 2.567745, 2021-06-22T00:04:11.623Z
1861, 744824, 2.725877, 2021-06-22T00:04:26.664Z
1885, 741972, 2.680866, 2021-06-22T00:04:41.697Z
1980, 745196, 2.563328, 2021-06-22T00:04:56.725Z
1859, 743760, 2.724911, 2021-06-22T00:05:11.598Z
1930, 743980, 2.625445, 2021-06-22T00:05:26.600Z
1890, 746202, 2.689017, 2021-06-22T00:05:41.601Z
1880, 745128, 2.699429, 2021-06-22T00:05:56.600Z
1886, 744486, 2.688523, 2021-06-22T00:06:11.601Z
1888, 742124, 2.677154, 2021-06-22T00:06:26.602Z
1878, 742066, 2.691199, 2021-06-22T00:06:41.614Z
1894, 745164, 2.679605, 2021-06-22T00:06:56.606Z
1990, 743296, 2.543945, 2021-06-22T00:07:11.605Z
1932, 742748, 2.618384, 2021-06-22T00:07:26.605Z
1930, 743662, 2.624322, 2021-06-22T00:07:41.607Z
1853, 742642, 2.729625, 2021-06-22T00:07:56.608Z
1926, 742114, 2.624299, 2021-06-22T00:08:11.626Z
1883, 742876, 2.686983, 2021-06-22T00:08:26.609Z
1872, 744354, 2.708149, 2021-06-22T00:08:41.632Z
1886, 743664, 2.685555, 2021-06-22T00:08:56.628Z
1876, 742870, 2.696987, 2021-06-22T00:09:11.671Z
1872, 742416, 2.701098, 2021-06-22T00:09:26.612Z
1882, 744278, 2.693484, 2021-06-22T00:09:41.628Z
1888, 745388, 2.688929, 2021-06-22T00:09:56.615Z
1886, 742654, 2.681907, 2021-06-22T00:10:11.615Z
1872, 743628, 2.705508, 2021-06-22T00:10:26.621Z
1870, 746212, 2.717813, 2021-06-22T00:10:41.617Z
1965, 744758, 2.581378, 2021-06-22T00:10:56.625Z
1998, 743900, 2.535818, 2021-06-22T00:11:11.619Z
1924, 743478, 2.631855, 2021-06-22T00:11:26.619Z
1926, 745266, 2.635445, 2021-06-22T00:11:41.622Z
1884, 744746, 2.692317, 2021-06-22T00:11:56.623Z
1884, 746254, 2.697768, 2021-06-22T00:12:11.622Z
1858, 745034, 2.731048, 2021-06-22T00:12:26.624Z
1868, 742136, 2.705861, 2021-06-22T00:12:41.624Z
1926, 745986, 2.637991, 2021-06-22T00:12:56.626Z
1996, 745354, 2.543320, 2021-06-22T00:13:11.626Z
1872, 743910, 2.706534, 2021-06-22T00:13:26.627Z
1868, 742702, 2.707925, 2021-06-22T00:13:41.664Z
1986, 743188, 2.548698, 2021-06-22T00:13:56.630Z
1882, 746346, 2.700968, 2021-06-22T00:14:11.629Z
1856, 743938, 2.729969, 2021-06-22T00:14:26.633Z
1884, 743318, 2.687155, 2021-06-22T00:14:41.662Z
1884, 744474, 2.691334, 2021-06-22T00:14:56.691Z
1884, 745482, 2.694978, 2021-06-22T00:15:11.780Z
1876, 746054, 2.708547, 2021-06-22T00:15:26.732Z
1958, 742610, 2.583135, 2021-06-22T00:15:41.739Z
1884, 743370, 2.687343, 2021-06-22T00:15:56.742Z
1924, 746206, 2.641512, 2021-06-22T00:16:11.655Z
1886, 742900, 2.682796, 2021-06-22T00:16:26.637Z
1884, 744176, 2.690257, 2021-06-22T00:16:41.639Z
1884, 744186, 2.690293, 2021-06-22T00:16:56.653Z
1886, 747286, 2.698635, 2021-06-22T00:17:11.639Z
1884, 745508, 2.695072, 2021-06-22T00:17:26.640Z
1852, 742658, 2.731158, 2021-06-22T00:17:41.642Z
1990, 744476, 2.547983, 2021-06-22T00:17:56.646Z
1884, 745408, 2.694710, 2021-06-22T00:18:11.658Z
1860, 745140, 2.728499, 2021-06-22T00:18:26.666Z
1870, 744050, 2.709939, 2021-06-22T00:18:41.682Z
1970, 742264, 2.566203, 2021-06-22T00:18:56.645Z
1880, 743752, 2.694444, 2021-06-22T00:19:11.646Z
1942, 744004, 2.609306, 2021-06-22T00:19:26.647Z
1926, 743730, 2.630013, 2021-06-22T00:19:41.648Z
1886, 743330, 2.684348, 2021-06-22T00:19:56.659Z
1996, 744472, 2.540310, 2021-06-22T00:20:11.650Z
1870, 745122, 2.713843, 2021-06-22T00:20:26.651Z
1872, 742670, 2.702022, 2021-06-22T00:20:41.652Z
1880, 743232, 2.692560, 2021-06-22T00:20:56.703Z
1908, 746522, 2.664791, 2021-06-22T00:21:11.729Z
1827, 746268, 2.781988, 2021-06-22T00:21:26.778Z
1920, 743518, 2.637480, 2021-06-22T00:21:41.655Z
1919, 742008, 2.633495, 2021-06-22T00:21:56.657Z
1864, 743734, 2.717507, 2021-06-22T00:22:11.657Z
1874, 746074, 2.711510, 2021-06-22T00:22:26.664Z
1920, 746314, 2.647398, 2021-06-22T00:22:41.659Z
1872, 742688, 2.702088, 2021-06-22T00:22:56.662Z
1968, 743944, 2.574626, 2021-06-22T00:23:11.660Z
1922, 744740, 2.639066, 2021-06-22T00:23:26.662Z
1942, 744976, 2.612715, 2021-06-22T00:23:41.662Z
1882, 745456, 2.697747, 2021-06-22T00:23:56.663Z
1882, 743008, 2.688889, 2021-06-22T00:24:11.750Z
1864, 742176, 2.711814, 2021-06-22T00:24:26.748Z
1866, 743016, 2.711973, 2021-06-22T00:24:41.758Z
1990, 744272, 2.547285, 2021-06-22T00:24:56.712Z
1880, 742976, 2.691633, 2021-06-22T00:25:11.715Z
1924, 742774, 2.629363, 2021-06-22T00:25:26.747Z
1884, 742264, 2.683344, 2021-06-22T00:25:41.749Z
1870, 743034, 2.706238, 2021-06-22T00:25:56.751Z
1884, 744358, 2.690914, 2021-06-22T00:26:11.770Z
1858, 746048, 2.734765, 2021-06-22T00:26:26.719Z
1884, 745506, 2.695065, 2021-06-22T00:26:41.674Z
1884, 745726, 2.695860, 2021-06-22T00:26:56.677Z
1888, 745148, 2.688063, 2021-06-22T00:27:11.675Z
1926, 744176, 2.631590, 2021-06-22T00:27:26.675Z
1926, 743306, 2.628514, 2021-06-22T00:27:41.677Z
1872, 743016, 2.703281, 2021-06-22T00:27:56.677Z
1890, 743404, 2.678934, 2021-06-22T00:28:11.682Z
1876, 742504, 2.695659, 2021-06-22T00:28:26.680Z
1922, 743142, 2.633403, 2021-06-22T00:28:41.687Z
1949, 743402, 2.597830, 2021-06-22T00:28:56.718Z
1902, 743270, 2.661552, 2021-06-22T00:29:11.681Z
1866, 746034, 2.722989, 2021-06-22T00:29:26.682Z
1888, 744376, 2.685278, 2021-06-22T00:29:41.687Z
1924, 744404, 2.635133, 2021-06-22T00:29:56.687Z
1886, 745930, 2.693738, 2021-06-22T00:30:11.685Z
1972, 745198, 2.573734, 2021-06-22T00:30:26.709Z
1886, 746240, 2.694857, 2021-06-22T00:30:41.772Z
1884, 745498, 2.695036, 2021-06-22T00:30:56.740Z
1974, 746022, 2.573970, 2021-06-22T00:31:11.778Z
1928, 745710, 2.634279, 2021-06-22T00:31:26.817Z
1930, 742784, 2.621224, 2021-06-22T00:31:41.691Z
1990, 742972, 2.542835, 2021-06-22T00:31:56.693Z
1880, 743090, 2.692046, 2021-06-22T00:32:11.692Z
1882, 744550, 2.694469, 2021-06-22T00:32:26.752Z
1866, 743086, 2.712229, 2021-06-22T00:32:41.693Z
1938, 746714, 2.624215, 2021-06-22T00:32:56.694Z
1874, 746646, 2.713589, 2021-06-22T00:33:11.695Z
1888, 744356, 2.685206, 2021-06-22T00:33:26.696Z
1892, 745126, 2.682301, 2021-06-22T00:33:41.697Z
1890, 745892, 2.687900, 2021-06-22T00:33:56.698Z
1880, 745088, 2.699284, 2021-06-22T00:34:11.700Z
1928, 744710, 2.630747, 2021-06-22T00:34:26.719Z
1888, 742842, 2.679744, 2021-06-22T00:34:41.858Z
1890, 744652, 2.683431, 2021-06-22T00:34:56.701Z
1890, 746272, 2.689269, 2021-06-22T00:35:11.702Z
1952, 746222, 2.603678, 2021-06-22T00:35:26.706Z
1982, 746324, 2.564618, 2021-06-22T00:35:41.709Z
1876, 745892, 2.707959, 2021-06-22T00:35:56.705Z
1884, 745714, 2.695816, 2021-06-22T00:36:11.707Z
1892, 746206, 2.686189, 2021-06-22T00:36:26.706Z
1892, 743232, 2.675483, 2021-06-22T00:36:41.710Z
1886, 743542, 2.685114, 2021-06-22T00:36:56.709Z
1886, 744602, 2.688942, 2021-06-22T00:37:12.276Z
1990, 746910, 2.556313, 2021-06-22T00:37:26.710Z
1990, 743298, 2.543951, 2021-06-22T00:37:41.714Z
1914, 744940, 2.650808, 2021-06-22T00:37:56.712Z
1894, 746040, 2.682755, 2021-06-22T00:38:11.713Z
1894, 743042, 2.671975, 2021-06-22T00:38:26.714Z
1990, 743650, 2.545156, 2021-06-22T00:38:41.714Z
1890, 746168, 2.688894, 2021-06-22T00:38:56.719Z
1894, 743136, 2.672312, 2021-06-22T00:39:11.729Z
1934, 744616, 2.622254, 2021-06-22T00:39:26.760Z
1958, 744682, 2.590342, 2021-06-22T00:39:41.750Z
1894, 744120, 2.675851, 2021-06-22T00:39:56.764Z
1892, 746694, 2.687945, 2021-06-22T00:40:11.800Z
1945, 742790, 2.601030, 2021-06-22T00:40:26.797Z
1879, 739846, 2.681720, 2021-06-22T00:40:41.839Z
1858, 740406, 2.714083, 2021-06-22T00:40:56.844Z
1980, 745064, 2.562874, 2021-06-22T00:41:11.723Z
1990, 744624, 2.548490, 2021-06-22T00:41:26.729Z
1882, 742240, 2.686109, 2021-06-22T00:41:41.725Z
1890, 740786, 2.669500, 2021-06-22T00:41:56.745Z
1870, 741784, 2.701685, 2021-06-22T00:42:11.727Z
1890, 740358, 2.667958, 2021-06-22T00:42:26.727Z
1926, 740854, 2.619843, 2021-06-22T00:42:41.728Z
1882, 742212, 2.686008, 2021-06-22T00:42:56.729Z
1886, 743188, 2.683836, 2021-06-22T00:43:11.730Z
1934, 742430, 2.614556, 2021-06-22T00:43:26.730Z
1934, 741968, 2.612929, 2021-06-22T00:43:41.733Z
1894, 741616, 2.666847, 2021-06-22T00:43:56.862Z
1892, 743548, 2.676620, 2021-06-22T00:44:11.733Z
1892, 741508, 2.669277, 2021-06-22T00:44:26.736Z
1888, 742166, 2.677306, 2021-06-22T00:44:41.735Z
1980, 740702, 2.547870, 2021-06-22T00:44:56.737Z
1882, 741172, 2.682244, 2021-06-22T00:45:11.737Z
1894, 741650, 2.666969, 2021-06-22T00:45:26.738Z
1990, 740892, 2.535717, 2021-06-22T00:45:41.865Z
1888, 740662, 2.671880, 2021-06-22T00:45:56.860Z
1892, 743210, 2.675404, 2021-06-22T00:46:11.878Z
1892, 740590, 2.665972, 2021-06-22T00:46:26.741Z
1894, 742590, 2.670349, 2021-06-22T00:46:41.742Z
1894, 744014, 2.675470, 2021-06-22T00:46:56.743Z
1863, 743684, 2.718783, 2021-06-22T00:47:11.745Z
1666, 741962, 3.033232, 2021-06-22T00:47:26.744Z
1936, 741040, 2.606965, 2021-06-22T00:47:42.232Z
1878, 741490, 2.689111, 2021-06-22T00:47:56.747Z
1876, 740698, 2.689102, 2021-06-22T00:48:11.747Z
1898, 744308, 2.670886, 2021-06-22T00:48:26.752Z
1894, 743666, 2.674218, 2021-06-22T00:48:41.749Z
1896, 741486, 2.663566, 2021-06-22T00:48:56.750Z
1890, 741088, 2.670588, 2021-06-22T00:49:11.751Z
1973, 743258, 2.565733, 2021-06-22T00:49:26.753Z
1898, 743476, 2.667901, 2021-06-22T00:49:41.764Z
1934, 742510, 2.614838, 2021-06-22T00:49:56.757Z
1990, 743710, 2.545361, 2021-06-22T00:50:11.772Z
1940, 741018, 2.601513, 2021-06-22T00:50:26.788Z
1900, 741328, 2.657393, 2021-06-22T00:50:41.809Z
1900, 741576, 2.658282, 2021-06-22T00:50:56.766Z
1900, 741190, 2.656898, 2021-06-22T00:51:11.786Z
1944, 741508, 2.597877, 2021-06-22T00:51:26.777Z
1948, 745320, 2.605870, 2021-06-22T00:51:41.793Z
1906, 744430, 2.660112, 2021-06-22T00:51:56.789Z
1906, 743760, 2.657718, 2021-06-22T00:52:11.761Z
1904, 742690, 2.656682, 2021-06-22T00:52:26.764Z
1992, 745144, 2.547709, 2021-06-22T00:52:41.765Z
1910, 744162, 2.653585, 2021-06-22T00:52:56.764Z
2028, 744514, 2.500367, 2021-06-22T00:53:11.773Z
1902, 743632, 2.662848, 2021-06-22T00:53:26.768Z
1908, 743578, 2.654282, 2021-06-22T00:53:41.767Z
1898, 743568, 2.668231, 2021-06-22T00:53:56.768Z
1906, 742952, 2.654830, 2021-06-22T00:54:11.768Z
1994, 746116, 2.548473, 2021-06-22T00:54:26.769Z
1908, 743470, 2.653897, 2021-06-22T00:54:41.779Z
1908, 744648, 2.658102, 2021-06-22T00:54:56.771Z
1900, 746466, 2.675810, 2021-06-22T00:55:11.772Z
1948, 747528, 2.613590, 2021-06-22T00:55:26.772Z
1950, 746854, 2.608555, 2021-06-22T00:55:41.774Z
1940, 744206, 2.612705, 2021-06-22T00:55:56.774Z
1925, 744836, 2.635293, 2021-06-22T00:56:11.775Z
1908, 742968, 2.652105, 2021-06-22T00:56:26.776Z
1908, 744002, 2.655796, 2021-06-22T00:56:41.777Z
1977, 745738, 2.569085, 2021-06-22T00:56:56.778Z
1910, 747318, 2.664839, 2021-06-22T00:57:11.802Z
1908, 747104, 2.666868, 2021-06-22T00:57:26.779Z
1958, 746432, 2.596429, 2021-06-22T00:57:41.781Z
1994, 745400, 2.546028, 2021-06-22T00:57:56.853Z
1946, 746524, 2.612762, 2021-06-22T00:58:11.860Z
1910, 744282, 2.654013, 2021-06-22T00:58:26.862Z
1912, 743190, 2.647347, 2021-06-22T00:58:41.890Z
1934, 746852, 2.630129, 2021-06-22T00:58:56.899Z
1910, 744488, 2.654748, 2021-06-22T00:59:11.906Z
1954, 744258, 2.594167, 2021-06-22T00:59:26.786Z
1954, 746744, 2.602832, 2021-06-22T00:59:41.788Z
1907, 745042, 2.660903, 2021-06-22T00:59:56.789Z
1996, 743212, 2.536011, 2021-06-22T01:00:11.798Z
1912, 743642, 2.648957, 2021-06-22T01:00:26.822Z
1912, 744602, 2.652377, 2021-06-22T01:00:41.837Z
1918, 745404, 2.646927, 2021-06-22T01:00:56.896Z
1912, 746790, 2.660171, 2021-06-22T01:01:11.792Z
1998, 744500, 2.537863, 2021-06-22T01:01:26.793Z
1912, 743076, 2.646941, 2021-06-22T01:01:41.795Z
1910, 745790, 2.659390, 2021-06-22T01:01:56.796Z
1912, 743866, 2.649755, 2021-06-22T01:02:11.796Z
1914, 745164, 2.651605, 2021-06-22T01:02:26.800Z
1912, 746282, 2.658361, 2021-06-22T01:02:41.802Z
1914, 747384, 2.659505, 2021-06-22T01:02:56.801Z
1914, 747074, 2.658401, 2021-06-22T01:03:11.803Z
1954, 745912, 2.599932, 2021-06-22T01:03:26.815Z
1958, 745794, 2.594210, 2021-06-22T01:03:41.801Z
1916, 746154, 2.652357, 2021-06-22T01:03:56.802Z
2002, 746122, 2.538310, 2021-06-22T01:04:11.803Z
1916, 744328, 2.645866, 2021-06-22T01:04:26.826Z
1916, 744542, 2.646626, 2021-06-22T01:04:41.805Z
2002, 745840, 2.537351, 2021-06-22T01:04:56.805Z
1981, 747434, 2.569729, 2021-06-22T01:05:12.014Z
1918, 743840, 2.641373, 2021-06-22T01:05:26.809Z
1942, 743994, 2.609271, 2021-06-22T01:05:41.826Z
1956, 744162, 2.591180, 2021-06-22T01:05:56.841Z
1954, 744572, 2.595261, 2021-06-22T01:06:11.858Z
1914, 745736, 2.653641, 2021-06-22T01:06:26.886Z
1914, 747756, 2.660828, 2021-06-22T01:06:41.936Z
1914, 746650, 2.656893, 2021-06-22T01:06:56.812Z
1914, 747590, 2.660238, 2021-06-22T01:07:11.935Z
1956, 746296, 2.598610, 2021-06-22T01:07:26.814Z
1954, 744040, 2.593407, 2021-06-22T01:07:41.816Z
1916, 744980, 2.648183, 2021-06-22T01:07:56.883Z
1865, 746980, 2.727904, 2021-06-22T01:08:11.925Z
1996, 744290, 2.539689, 2021-06-22T01:08:26.900Z
2000, 744364, 2.534862, 2021-06-22T01:08:41.819Z
1914, 744482, 2.649178, 2021-06-22T01:08:56.901Z
1940, 748300, 2.627078, 2021-06-22T01:09:11.902Z
1938, 746556, 2.623660, 2021-06-22T01:09:26.905Z
1948, 746730, 2.610800, 2021-06-22T01:09:41.920Z
1915, 745018, 2.649701, 2021-06-22T01:09:56.929Z
1916, 745452, 2.649861, 2021-06-22T01:10:11.945Z
1916, 745354, 2.649513, 2021-06-22T01:10:26.825Z
1918, 746202, 2.649761, 2021-06-22T01:10:41.827Z
2002, 747768, 2.543910, 2021-06-22T01:10:56.826Z
1916, 744588, 2.646790, 2021-06-22T01:11:11.827Z
1958, 744512, 2.589751, 2021-06-22T01:11:26.828Z
1960, 744268, 2.586260, 2021-06-22T01:11:41.927Z
1946, 746008, 2.610956, 2021-06-22T01:11:56.830Z
1918, 746082, 2.649335, 2021-06-22T01:12:11.831Z
1918, 746900, 2.652240, 2021-06-22T01:12:26.832Z
1899, 743764, 2.667529, 2021-06-22T01:12:41.832Z
1914, 743296, 2.644958, 2021-06-22T01:12:56.834Z
1918, 744302, 2.643014, 2021-06-22T01:13:11.835Z
1920, 744942, 2.642531, 2021-06-22T01:13:26.841Z
1881, 748222, 2.709197, 2021-06-22T01:13:41.836Z
1968, 745500, 2.580010, 2021-06-22T01:13:56.837Z
2006, 744992, 2.529412, 2021-06-22T01:14:11.838Z
1954, 746328, 2.601382, 2021-06-22T01:14:26.851Z
1946, 744564, 2.605902, 2021-06-22T01:14:41.850Z
1922, 748040, 2.650760, 2021-06-22T01:14:56.845Z
1995, 746386, 2.548118, 2021-06-22T01:15:11.869Z
1962, 745798, 2.588935, 2021-06-22T01:15:26.842Z
1962, 745486, 2.587852, 2021-06-22T01:15:41.843Z
1917, 746516, 2.652259, 2021-06-22T01:15:56.846Z
1920, 746236, 2.647122, 2021-06-22T01:16:11.939Z
1922, 744390, 2.637826, 2021-06-22T01:16:26.967Z
1922, 744804, 2.639292, 2021-06-22T01:16:42.054Z
1970, 746982, 2.582515, 2021-06-22T01:16:57.010Z
2008, 747622, 2.535813, 2021-06-22T01:17:11.850Z
1922, 748320, 2.651752, 2021-06-22T01:17:26.849Z
1924, 748148, 2.648386, 2021-06-22T01:17:41.850Z
1922, 749110, 2.654551, 2021-06-22T01:17:56.851Z
1924, 746194, 2.641469, 2021-06-22T01:18:11.852Z
1924, 746254, 2.641682, 2021-06-22T01:18:26.853Z
1946, 745936, 2.610704, 2021-06-22T01:18:41.872Z
1962, 746816, 2.592469, 2021-06-22T01:18:56.935Z
2006, 746792, 2.535524, 2021-06-22T01:19:11.960Z
1962, 745324, 2.587290, 2021-06-22T01:19:26.953Z
1964, 745720, 2.586028, 2021-06-22T01:19:41.964Z
1926, 744466, 2.632616, 2021-06-22T01:19:56.860Z
2010, 745880, 2.527387, 2021-06-22T01:20:11.859Z
1972, 744406, 2.570999, 2021-06-22T01:20:26.903Z
2010, 748134, 2.535025, 2021-06-22T01:20:41.932Z
1936, 748496, 2.633195, 2021-06-22T01:20:56.962Z
1916, 747022, 2.655442, 2021-06-22T01:21:11.958Z
1934, 747598, 2.632756, 2021-06-22T01:21:26.962Z
1946, 744798, 2.606721, 2021-06-22T01:21:41.988Z
1924, 747690, 2.646765, 2021-06-22T01:21:56.981Z
1926, 749110, 2.649038, 2021-06-22T01:22:11.866Z
1958, 748232, 2.602690, 2021-06-22T01:22:26.938Z
2012, 746250, 2.526128, 2021-06-22T01:22:41.867Z
1960, 744756, 2.587956, 2021-06-22T01:22:56.902Z
1954, 748226, 2.607997, 2021-06-22T01:23:11.890Z
1966, 748512, 2.593070, 2021-06-22T01:23:26.889Z
1966, 746378, 2.585677, 2021-06-22T01:23:41.909Z
2012, 747506, 2.530379, 2021-06-22T01:23:56.872Z
1954, 746358, 2.601486, 2021-06-22T01:24:11.873Z
2008, 747326, 2.534809, 2021-06-22T01:24:26.873Z
1946, 748782, 2.620665, 2021-06-22T01:24:41.874Z
1967, 745782, 2.582299, 2021-06-22T01:24:56.885Z
1954, 746844, 2.603180, 2021-06-22T01:25:11.876Z
1926, 749200, 2.649357, 2021-06-22T01:25:26.877Z
2010, 745548, 2.526263, 2021-06-22T01:25:41.879Z
2012, 748276, 2.532986, 2021-06-22T01:25:56.879Z
1934, 749606, 2.639827, 2021-06-22T01:26:11.893Z
1928, 746084, 2.635601, 2021-06-22T01:26:26.880Z
1960, 746058, 2.592480, 2021-06-22T01:26:41.881Z
2012, 745630, 2.524029, 2021-06-22T01:26:56.882Z
1921, 746954, 2.648289, 2021-06-22T01:27:11.883Z
1968, 746384, 2.583070, 2021-06-22T01:27:26.884Z
1968, 746956, 2.585049, 2021-06-22T01:27:41.893Z
1944, 747726, 2.619661, 2021-06-22T01:27:56.886Z
1956, 748392, 2.605909, 2021-06-22T01:28:11.887Z
1950, 747294, 2.610092, 2021-06-22T01:28:26.887Z
1950, 749294, 2.617077, 2021-06-22T01:28:41.889Z
1928, 745382, 2.633121, 2021-06-22T01:28:56.889Z
2014, 746824, 2.525560, 2021-06-22T01:29:11.892Z
1928, 748602, 2.644496, 2021-06-22T01:29:26.894Z
1928, 746082, 2.635594, 2021-06-22T01:29:41.894Z
1930, 745684, 2.631458, 2021-06-22T01:29:56.892Z
1946, 748164, 2.618502, 2021-06-22T01:30:11.893Z
1958, 747296, 2.599435, 2021-06-22T01:30:26.894Z
