created_at,entry_id,period_low,period_high,ratio,temperature
2022-02-21T18:51:41-06:00,972,2028,713468,2.39610,0
2022-02-21T18:51:57-06:00,973,2022,696658,2.34659,0
2022-02-21T18:52:13-06:00,974,2038,703610,2.35140,0
2022-02-21T18:52:29-06:00,975,2046,746258,2.48418,0
2022-02-21T18:52:45-06:00,976,2044,733360,2.44363,0
2022-02-21T18:53:01-06:00,977,2020,741990,2.50176,0
2022-02-21T18:53:18-06:00,978,2032,710308,2.38079,0
2022-02-21T18:53:34-06:00,979,2442,737288,2.05632,0
2022-02-21T18:53:50-06:00,980,2022,719974,2.42513,0
2022-02-21T18:54:06-06:00,981,2054,744580,2.46894,0
2022-02-21T18:54:22-06:00,982,2046,707352,2.35466,0
2022-02-21T18:54:38-06:00,983,2048,686970,2.28458,0
2022-02-21T18:54:55-06:00,984,2038,685768,2.29177,0
2022-02-21T18:55:11-06:00,985,2036,687842,2.30096,0
2022-02-21T18:55:27-06:00,986,2034,725856,2.43052,0
2022-02-21T18:55:43-06:00,987,2036,721886,2.41485,0
2022-02-21T18:55:59-06:00,988,2030,705754,2.36786,0
2022-02-21T18:56:16-06:00,989,2048,726758,2.41690,0
2022-02-21T18:56:32-06:00,990,1986,687322,2.35711,0
2022-02-21T18:56:48-06:00,991,1996,736254,2.51227,0
2022-02-21T18:57:04-06:00,992,2034,692280,2.31809,0
2022-02-21T18:57:20-06:00,993,2028,713772,2.39712,0
2022-02-21T18:57:36-06:00,994,2036,700302,2.34265,0
2022-02-21T18:57:53-06:00,995,1994,703324,2.40231,0
2022-02-21T18:58:09-06:00,996,2028,689594,2.31592,0
2022-02-21T18:58:25-06:00,997,1986,686450,2.35412,0
2022-02-21T18:58:41-06:00,998,1996,696174,2.37551,0
2022-02-21T18:58:57-06:00,999,1996,703444,2.40031,0
2022-02-21T18:59:13-06:00,1000,1996,686188,2.34143,0
2022-02-21T18:59:30-06:00,1001,2082,691236,2.26123,0
2022-02-21T18:59:46-06:00,1002,2082,700150,2.29039,0
2022-02-21T19:00:02-06:00,1003,2110,701358,2.26389,0
2022-02-21T19:00:18-06:00,1004,1998,727572,2.48016,0
2022-02-21T19:00:34-06:00,1005,2034,723126,2.42137,0
2022-02-21T19:00:50-06:00,1006,1984,731556,2.51134,0
2022-02-21T19:01:07-06:00,1007,1994,737484,2.51899,0
2022-02-21T19:01:23-06:00,1008,2036,742750,2.48464,0
2022-02-21T19:01:39-06:00,1009,2054,743288,2.46465,0
2022-02-21T19:01:55-06:00,1010,1990,703256,2.40691,0
2022-02-21T19:02:11-06:00,1011,2012,686052,2.32235,0
2022-02-21T19:02:28-06:00,1012,2084,743732,2.43062,0
2022-02-21T19:02:44-06:00,1013,2016,743176,2.51073,0
2022-02-21T19:03:00-06:00,1014,1986,743994,2.55146,0
2022-02-21T19:03:16-06:00,1015,2028,688580,2.31252,0
2022-02-21T19:03:32-06:00,1016,1986,697288,2.39129,0
2022-02-21T19:03:49-06:00,1017,2080,686996,2.24952,0
2022-02-21T19:04:05-06:00,1018,2026,690916,2.32265,0
2022-02-21T19:04:21-06:00,1019,1998,709426,2.41830,0
2022-02-21T19:04:37-06:00,1020,1996,700096,2.38889,0
2022-02-21T19:04:53-06:00,1021,2018,742590,2.50626,0
2022-02-21T19:05:09-06:00,1022,1980,736936,2.53492,0
