period_high, period_low, ratio, date
1802, 739594, 2.795358, 2021-06-21T22:52:41.345Z
1903, 738354, 2.642560, 2021-06-21T22:52:56.354Z
1814, 741096, 2.782506, 2021-06-21T22:53:11.349Z
1828, 741872, 2.764087, 2021-06-21T22:53:26.385Z
1822, 738748, 2.761511, 2021-06-21T22:53:41.376Z
1824, 739802, 2.762419, 2021-06-21T22:53:56.382Z
1893, 742774, 2.672422, 2021-06-21T22:54:11.669Z
1855, 738398, 2.711100, 2021-06-21T22:54:26.382Z
1818, 741372, 2.777418, 2021-06-21T22:54:41.407Z
1842, 742438, 2.745172, 2021-06-21T22:54:56.928Z
1854, 740482, 2.720218, 2021-06-21T22:55:11.371Z
1868, 742642, 2.707706, 2021-06-21T22:55:26.355Z
1868, 739258, 2.695368, 2021-06-21T22:55:41.356Z
1824, 739334, 2.760672, 2021-06-21T22:55:56.357Z
1828, 741710, 2.763484, 2021-06-21T22:56:11.358Z
1821, 738314, 2.761405, 2021-06-21T22:56:26.358Z
1840, 741368, 2.744195, 2021-06-21T22:56:41.379Z
1842, 742134, 2.744047, 2021-06-21T22:56:56.376Z
1842, 739954, 2.735987, 2021-06-21T22:57:11.384Z
1820, 738222, 2.762578, 2021-06-21T22:57:26.399Z
1820, 739352, 2.766807, 2021-06-21T22:57:41.398Z
1868, 741230, 2.702558, 2021-06-21T22:57:56.404Z
1832, 738548, 2.745694, 2021-06-21T22:58:11.364Z
1819, 742276, 2.779276, 2021-06-21T22:58:26.366Z
1832, 738644, 2.746051, 2021-06-21T22:58:41.366Z
1834, 738404, 2.742165, 2021-06-21T22:58:56.367Z
1830, 741742, 2.760582, 2021-06-21T22:59:11.368Z
1872, 740766, 2.695095, 2021-06-21T22:59:26.369Z
1874, 739466, 2.687494, 2021-06-21T22:59:41.370Z
1836, 738326, 2.738889, 2021-06-21T22:59:56.371Z
1822, 739432, 2.764069, 2021-06-21T23:00:11.372Z
1822, 742026, 2.773765, 2021-06-21T23:00:26.372Z
1875, 741496, 2.693435, 2021-06-21T23:00:41.374Z
1836, 741966, 2.752392, 2021-06-21T23:00:56.411Z
1840, 739618, 2.737717, 2021-06-21T23:01:11.461Z
1845, 738698, 2.726902, 2021-06-21T23:01:26.462Z
1834, 738816, 2.743695, 2021-06-21T23:01:41.477Z
1834, 741310, 2.752957, 2021-06-21T23:01:56.378Z
1893, 742162, 2.670220, 2021-06-21T23:02:11.380Z
1838, 740178, 2.742771, 2021-06-21T23:02:26.382Z
1836, 740278, 2.746130, 2021-06-21T23:02:41.395Z
1836, 741558, 2.750878, 2021-06-21T23:02:56.382Z
1836, 740938, 2.748578, 2021-06-21T23:03:12.045Z
1876, 739608, 2.685145, 2021-06-21T23:03:26.417Z
1878, 739276, 2.681081, 2021-06-21T23:03:41.384Z
1838, 739126, 2.738873, 2021-06-21T23:03:56.408Z
1854, 741016, 2.722180, 2021-06-21T23:04:11.386Z
1840, 739050, 2.735615, 2021-06-21T23:04:26.387Z
1838, 741636, 2.748174, 2021-06-21T23:04:41.387Z
1838, 742120, 2.749967, 2021-06-21T23:04:56.392Z
1842, 742284, 2.744602, 2021-06-21T23:05:11.389Z
1824, 740030, 2.763270, 2021-06-21T23:05:26.390Z
1840, 739226, 2.736266, 2021-06-21T23:05:41.391Z
1842, 742356, 2.744868, 2021-06-21T23:05:56.404Z
1842, 738908, 2.732119, 2021-06-21T23:06:11.411Z
1842, 739290, 2.733532, 2021-06-21T23:06:26.394Z
1832, 739862, 2.750579, 2021-06-21T23:06:42.165Z
1840, 741612, 2.745098, 2021-06-21T23:06:56.395Z
1878, 740606, 2.685905, 2021-06-21T23:07:11.400Z
1880, 742188, 2.688778, 2021-06-21T23:07:26.397Z
1882, 738910, 2.674058, 2021-06-21T23:07:41.398Z
1842, 742614, 2.745822, 2021-06-21T23:07:56.440Z
1888, 738770, 2.665055, 2021-06-21T23:08:11.446Z
1832, 740514, 2.753003, 2021-06-21T23:08:26.505Z
1836, 738988, 2.741344, 2021-06-21T23:08:41.500Z
1812, 741366, 2.786592, 2021-06-21T23:08:56.531Z
1840, 738894, 2.735037, 2021-06-21T23:09:11.526Z
1839, 739928, 2.740354, 2021-06-21T23:09:26.404Z
1840, 739822, 2.738472, 2021-06-21T23:09:41.405Z
1840, 739148, 2.735977, 2021-06-21T23:09:56.405Z
1834, 740424, 2.749667, 2021-06-21T23:10:11.406Z
1842, 742032, 2.743670, 2021-06-21T23:10:26.407Z
1846, 740478, 2.731992, 2021-06-21T23:10:41.408Z
1816, 738860, 2.771055, 2021-06-21T23:10:56.409Z
1863, 739464, 2.703355, 2021-06-21T23:11:11.410Z
1884, 741416, 2.680279, 2021-06-21T23:11:26.419Z
1886, 742782, 2.682370, 2021-06-21T23:11:41.441Z
1846, 739194, 2.727254, 2021-06-21T23:11:56.442Z
1846, 742538, 2.739592, 2021-06-21T23:12:11.422Z
1843, 741952, 2.741886, 2021-06-21T23:12:26.414Z
1894, 740784, 2.663855, 2021-06-21T23:12:41.415Z
1846, 739822, 2.729571, 2021-06-21T23:12:56.418Z
1838, 739324, 2.739607, 2021-06-21T23:13:11.447Z
1841, 739278, 2.734972, 2021-06-21T23:13:26.470Z
1852, 740632, 2.723707, 2021-06-21T23:13:41.497Z
1846, 739620, 2.728826, 2021-06-21T23:13:56.419Z
1884, 742782, 2.685217, 2021-06-21T23:14:11.453Z
1848, 742438, 2.736259, 2021-06-21T23:14:26.451Z
1850, 742730, 2.734376, 2021-06-21T23:14:41.467Z
1890, 742752, 2.676584, 2021-06-21T23:14:56.526Z
1850, 741600, 2.730215, 2021-06-21T23:15:11.431Z
1890, 738954, 2.662898, 2021-06-21T23:15:26.485Z
1890, 739158, 2.663633, 2021-06-21T23:15:41.487Z
1852, 741864, 2.728238, 2021-06-21T23:15:56.510Z
1848, 739082, 2.723890, 2021-06-21T23:16:11.527Z
1846, 741432, 2.735512, 2021-06-21T23:16:26.549Z
1828, 740590, 2.759310, 2021-06-21T23:16:41.559Z
1852, 742466, 2.730452, 2021-06-21T23:16:56.500Z
1482, 742624, 3.412869, 2021-06-21T23:17:11.499Z
1854, 741148, 2.722664, 2021-06-21T23:17:26.518Z
1826, 742440, 2.769233, 2021-06-21T23:17:41.535Z
1854, 739246, 2.715677, 2021-06-21T23:17:56.434Z
1852, 740614, 2.723641, 2021-06-21T23:18:11.434Z
1850, 741998, 2.731681, 2021-06-21T23:18:26.459Z
1846, 740200, 2.730966, 2021-06-21T23:18:41.486Z
1892, 737950, 2.656469, 2021-06-21T23:18:56.513Z
1852, 740902, 2.724700, 2021-06-21T23:19:11.523Z
1896, 741404, 2.663272, 2021-06-21T23:19:26.537Z
1898, 741848, 2.662059, 2021-06-21T23:19:41.549Z
1854, 742694, 2.728344, 2021-06-21T23:19:56.443Z
1854, 743392, 2.730908, 2021-06-21T23:20:11.441Z
1856, 739540, 2.713830, 2021-06-21T23:20:26.445Z
1858, 740100, 2.712961, 2021-06-21T23:20:41.443Z
1858, 738978, 2.708849, 2021-06-21T23:20:56.444Z
1850, 740744, 2.727064, 2021-06-21T23:21:11.445Z
1858, 740964, 2.716129, 2021-06-21T23:21:26.445Z
1858, 737144, 2.702126, 2021-06-21T23:21:41.448Z
1858, 738164, 2.705865, 2021-06-21T23:21:56.448Z
1860, 739736, 2.708711, 2021-06-21T23:22:11.488Z
1858, 738492, 2.707067, 2021-06-21T23:22:26.645Z
1860, 740542, 2.711663, 2021-06-21T23:22:41.451Z
1858, 738584, 2.707404, 2021-06-21T23:22:56.451Z
1860, 739914, 2.709363, 2021-06-21T23:23:11.476Z
1900, 738248, 2.646352, 2021-06-21T23:23:26.495Z
1900, 737986, 2.645413, 2021-06-21T23:23:41.479Z
1856, 740970, 2.719077, 2021-06-21T23:23:56.520Z
1856, 738040, 2.708325, 2021-06-21T23:24:11.527Z
1896, 741782, 2.664630, 2021-06-21T23:24:26.456Z
1954, 740910, 2.582497, 2021-06-21T23:24:41.492Z
1852, 737632, 2.712674, 2021-06-21T23:24:56.458Z
1948, 738822, 2.583151, 2021-06-21T23:25:11.458Z
1948, 738754, 2.582913, 2021-06-21T23:25:26.460Z
1822, 738326, 2.759934, 2021-06-21T23:25:41.460Z
1948, 739480, 2.585452, 2021-06-21T23:25:56.461Z
1946, 740484, 2.591623, 2021-06-21T23:26:11.462Z
1864, 740380, 2.705252, 2021-06-21T23:26:26.464Z
1862, 738342, 2.700703, 2021-06-21T23:26:41.464Z
1862, 738214, 2.700235, 2021-06-21T23:26:56.465Z
1868, 739914, 2.697760, 2021-06-21T23:27:11.465Z
1910, 739946, 2.638551, 2021-06-21T23:27:26.466Z
1944, 738548, 2.587506, 2021-06-21T23:27:41.467Z
1870, 742070, 2.702727, 2021-06-21T23:27:56.468Z
1986, 739818, 2.537141, 2021-06-21T23:28:11.469Z
1836, 740160, 2.745692, 2021-06-21T23:28:26.470Z
1870, 741454, 2.700483, 2021-06-21T23:28:41.471Z
1956, 741672, 2.582510, 2021-06-21T23:28:56.472Z
1868, 741492, 2.703513, 2021-06-21T23:29:11.472Z
1954, 740888, 2.582420, 2021-06-21T23:29:26.490Z
1956, 741202, 2.580873, 2021-06-21T23:29:41.474Z
1860, 737678, 2.701175, 2021-06-21T23:29:56.512Z
1848, 738052, 2.720094, 2021-06-21T23:30:11.535Z
1870, 738210, 2.688668, 2021-06-21T23:30:26.541Z
1990, 738596, 2.527859, 2021-06-21T23:30:41.564Z
2214, 739160, 2.273839, 2021-06-21T23:30:56.566Z
1870, 740090, 2.695515, 2021-06-21T23:31:11.596Z
1910, 738970, 2.635071, 2021-06-21T23:31:26.480Z
1862, 739374, 2.704478, 2021-06-21T23:31:41.482Z
1876, 739870, 2.686096, 2021-06-21T23:31:56.485Z
1986, 739272, 2.535268, 2021-06-21T23:32:11.483Z
1874, 741836, 2.696108, 2021-06-21T23:32:26.484Z
1838, 741896, 2.749137, 2021-06-21T23:32:41.485Z
1914, 743010, 2.643940, 2021-06-21T23:32:56.486Z
